mouse_id,Area_vs_DAPI,category
LG355_204_BHB,1.751224956879218,BHB
LG355_206_CTRL,2.0930781685082733,CTRL
LG355_207_CTRL,1.4917912435955971,CTRL
LG355_208_CTRL,1.2645066515735046,CTRL
LG355_210_BHB,1.9201803079933084,BHB
LG875_43_BHB,0.26405914120539165,BHB
LG875_44_BHB,0.799547328295712,BHB
LG875_46_CTRL,2.0841362281615705,CTRL
LG875_47_CTRL,0.4690459968191076,CTRL
