mouse_id,Area,category
LG355_204_BHB,44.825862347546945,BHB
LG355_206_CTRL,23.497216081210233,CTRL
LG355_207_CTRL,21.842931615724073,CTRL
LG355_208_CTRL,31.80466584474207,CTRL
LG355_210_BHB,43.62482135439844,BHB
LG875_43_BHB,11.977697992893114,BHB
LG875_44_BHB,22.769269289319972,BHB
LG875_46_CTRL,27.4308910118942,CTRL
LG875_47_CTRL,26.904026264386026,CTRL
