mouse_id,IntDen,category
LG355_204_BHB,0.0010980125000000004,BHB
LG355_206_CTRL,0.0012332682500000003,CTRL
LG355_207_CTRL,0.0008484392500000008,CTRL
LG355_208_CTRL,0.0007899857500000005,CTRL
LG355_210_BHB,0.0011271885000000003,BHB
LG875_43_BHB,0.00017716900000000008,BHB
LG875_44_BHB,0.0005015347500000005,BHB
LG875_46_CTRL,0.0012344589499999991,CTRL
LG875_47_CTRL,0.0002996920000000001,CTRL
