mouse_id,Area,IntDen,category
LG355_204_BHB,4305.769999999999,0.0010980124999999997,BHB
LG355_206_CTRL,4836.099999999995,0.0012332682500000003,CTRL
LG355_207_CTRL,3327.047499999997,0.0008484392500000008,CTRL
LG355_208_6.5_CTRL,3086.7699999999986,0.0007899857500000005,CTRL
LG355_210_6.5_BHB,4420.132499999998,0.0011271885000000003,BHB
LG875_43_BHB,694.7449999999999,0.00017716900000000008,BHB
LG875_44_BHB,3933.4349999999963,0.0010030694999999987,BHB
LG875_46_6.5_CTRL,4971.359999999994,0.0012344589499999991,CTRL
LG875_47_6.5_CTRL,1175.2300000000005,0.0002996920000000001,CTRL
